message_id,po_number,item_number,supplier_id,direction,subject,body,sent_date,received_date,sentiment,extracted_commit_date,extracted_qty,source_system
MSG000000777,4500000260,00010,S100022,OUTBOUND,PO 4500000260 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-22,,urgent,2026-07-16,0,OUTLOOK
MSG000000778,4500000260,00020,S100022,OUTBOUND,PO 4500000260 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-06-04,0,PORTAL
MSG000000779,4500000260,00030,S100022,OUTBOUND,PO 4500000260 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-27,,urgent,2026-08-08,0,REGRELLO
MSG000000780,4500000260,00040,S100022,INBOUND,PO 4500000260 Item 00040 - Promised Late,Supplier advised revised delivery date of 2026-07-04 due to capacity constraints.,2026-05-18,2026-05-15,concerned,2026-07-04,15,OUTLOOK
MSG000000781,4500000261,00010,S100032,OUTBOUND,PO 4500000261 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-22,,urgent,2026-06-18,0,PORTAL
MSG000000782,4500000261,00020,S100032,INBOUND,PO 4500000261 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-26,2026-05-19,negative,2026-05-10,157,GMAIL
MSG000000783,4500000261,00030,S100032,INBOUND,PO 4500000261 Item 00030 - Promised Late,Supplier advised revised delivery date of 2026-07-28 due to capacity constraints.,2026-05-25,2026-05-21,concerned,2026-07-28,26,GMAIL
MSG000000784,4500000262,00010,S100027,OUTBOUND,PO 4500000262 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-06-04,0,REGRELLO
MSG000000785,4500000262,00030,S100027,INBOUND,PO 4500000262 Item 00030 - Promised Late,Supplier advised revised delivery date of 2026-08-01 due to capacity constraints.,2026-05-25,2026-05-13,concerned,2026-08-01,840,REGRELLO
MSG000000786,4500000263,00020,S100026,INBOUND,PO 4500000263 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-17,2026-05-25,urgent,2026-05-28,33,PORTAL
MSG000000787,4500000263,00040,S100026,OUTBOUND,PO 4500000263 Item 00040 - Partial,Supplier response received; details require buyer review.,2026-05-19,,concerned,2026-06-16,61,PORTAL
MSG000000788,4500000263,00060,S100026,INBOUND,PO 4500000263 Item 00060 - Promised Late,Supplier advised revised delivery date of 2026-07-30 due to capacity constraints.,2026-05-23,2026-05-21,concerned,2026-07-30,62,PORTAL
MSG000000789,4500000263,00070,S100026,INBOUND,PO 4500000263 Item 00070 - Acknowledged,Supplier response received; details require buyer review.,2026-05-15,2026-05-26,negative,2026-06-12,105,OUTLOOK
MSG000000790,4500000264,00010,S100016,INBOUND,PO 4500000264 Item 00010 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-14,2026-05-19,negative,,66,OUTLOOK
MSG000000791,4500000264,00020,S100016,OUTBOUND,PO 4500000264 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-05-13,0,REGRELLO
MSG000000792,4500000264,00030,S100016,OUTBOUND,PO 4500000264 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-06-30,0,GMAIL
MSG000000793,4500000264,00040,S100016,INBOUND,PO 4500000264 Item 00040 - Partial,Supplier response received; details require buyer review.,2026-05-24,2026-05-22,neutral,2026-06-27,56,REGRELLO
MSG000000794,4500000265,00010,S100022,OUTBOUND,PO 4500000265 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-24,,neutral,2026-05-06,1903,OUTLOOK
MSG000000795,4500000265,00020,S100022,INBOUND,PO 4500000265 Item 00020 - Partial,Supplier response received; details require buyer review.,2026-05-22,2026-05-16,positive,2026-02-13,44,PORTAL
MSG000000796,4500000265,00030,S100022,OUTBOUND,PO 4500000265 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-25,,urgent,2026-02-14,662,GMAIL
MSG000000797,4500000266,00010,S100030,INBOUND,PO 4500000266 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-03-18 due to capacity constraints.,2026-05-20,2026-05-20,concerned,2026-03-18,952,OUTLOOK
MSG000000798,4500000267,00010,S100022,INBOUND,PO 4500000267 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-25,2026-05-14,urgent,2026-05-05,71,OUTLOOK
MSG000000799,4500000267,00030,S100022,OUTBOUND,PO 4500000267 Item 00030 - Price Dispute,Supplier response received; details require buyer review.,2026-05-24,,neutral,2026-03-22,103,GMAIL
MSG000000800,4500000268,00020,S100042,OUTBOUND,PO 4500000268 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-17,,urgent,2026-04-15,0,PORTAL
MSG000000801,4500000268,00030,S100042,OUTBOUND,PO 4500000268 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-19,,urgent,2026-06-04,0,GMAIL
MSG000000802,4500000269,00020,S100003,INBOUND,PO 4500000269 Item 00020 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-17,2026-05-16,negative,,916,REGRELLO
MSG000000803,4500000269,00040,S100003,INBOUND,PO 4500000269 Item 00040 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-18,2026-05-21,negative,,55,PORTAL
MSG000000804,4500000269,00050,S100003,OUTBOUND,PO 4500000269 Item 00050 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-13,,urgent,2026-07-31,0,REGRELLO
MSG000000805,4500000269,00060,S100003,INBOUND,PO 4500000269 Item 00060 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-28,2026-05-13,negative,,8,GMAIL
MSG000000806,4500000270,00010,S100005,INBOUND,PO 4500000270 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-03-31 due to capacity constraints.,2026-05-13,2026-05-14,concerned,2026-03-31,30,GMAIL
MSG000000807,4500000270,00030,S100005,INBOUND,PO 4500000270 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-21,2026-05-17,concerned,2026-02-27,455,PORTAL
MSG000000808,4500000270,00040,S100005,OUTBOUND,PO 4500000270 Item 00040 - Price Dispute,Supplier response received; details require buyer review.,2026-05-13,,concerned,2026-03-24,99,GMAIL
MSG000000809,4500000271,00010,S100010,OUTBOUND,PO 4500000271 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-15,,urgent,2026-04-13,0,OUTLOOK
MSG000000810,4500000271,00040,S100010,INBOUND,PO 4500000271 Item 00040 - Promised Late,Supplier advised revised delivery date of 2026-05-22 due to capacity constraints.,2026-05-20,2026-05-17,concerned,2026-05-22,4,REGRELLO
MSG000000811,4500000271,00050,S100010,INBOUND,PO 4500000271 Item 00050 - Promised Late,Supplier advised revised delivery date of 2026-04-12 due to capacity constraints.,2026-05-26,2026-05-24,concerned,2026-04-12,55,PORTAL
MSG000000812,4500000271,00070,S100010,OUTBOUND,PO 4500000271 Item 00070 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-20,,urgent,2026-03-13,0,PORTAL
MSG000000813,4500000272,00040,S100018,INBOUND,PO 4500000272 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-17,2026-05-17,urgent,2026-06-21,79,GMAIL
MSG000000814,4500000273,00010,S100050,OUTBOUND,PO 4500000273 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-17,,urgent,2026-03-25,0,OUTLOOK
MSG000000815,4500000273,00050,S100050,OUTBOUND,PO 4500000273 Item 00050 - Price Dispute,Supplier response received; details require buyer review.,2026-05-25,,urgent,2026-04-05,28,REGRELLO
MSG000000816,4500000274,00010,S100023,OUTBOUND,PO 4500000274 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-14,,concerned,2026-05-17,77,OUTLOOK
MSG000000817,4500000274,00030,S100023,OUTBOUND,PO 4500000274 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-16,,positive,2026-05-21,44,REGRELLO
MSG000000818,4500000274,00040,S100023,INBOUND,PO 4500000274 Item 00040 - Promised Late,Supplier advised revised delivery date of 2026-06-05 due to capacity constraints.,2026-05-17,2026-05-24,concerned,2026-06-05,913,PORTAL
MSG000000819,4500000274,00070,S100023,OUTBOUND,PO 4500000274 Item 00070 - Acknowledged,Supplier response received; details require buyer review.,2026-05-19,,positive,2026-05-04,85,OUTLOOK
MSG000000820,4500000275,00020,S100006,OUTBOUND,PO 4500000275 Item 00020 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-24,,concerned,2026-04-04,26,PORTAL
MSG000000821,4500000275,00050,S100006,INBOUND,PO 4500000275 Item 00050 - Acknowledged,Supplier response received; details require buyer review.,2026-05-22,2026-05-28,negative,2026-05-27,41,GMAIL
MSG000000822,4500000275,00060,S100006,OUTBOUND,PO 4500000275 Item 00060 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-17,,urgent,2026-03-25,0,GMAIL
MSG000000823,4500000276,00020,S100043,OUTBOUND,PO 4500000276 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-20,,urgent,2026-07-13,0,REGRELLO
MSG000000824,4500000277,00010,S100007,OUTBOUND,PO 4500000277 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-18,,negative,2026-07-25,1817,GMAIL
MSG000000825,4500000278,00010,S100027,OUTBOUND,PO 4500000278 Item 00010 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-20,,neutral,2026-04-21,41,OUTLOOK
MSG000000826,4500000278,00020,S100027,OUTBOUND,PO 4500000278 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-23,,neutral,2026-05-26,1274,REGRELLO
MSG000000827,4500000279,00010,S100016,OUTBOUND,PO 4500000279 Item 00010 - Price Dispute,Supplier response received; details require buyer review.,2026-05-14,,concerned,2026-08-13,20,PORTAL
MSG000000828,4500000279,00020,S100016,INBOUND,PO 4500000279 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-22,2026-05-25,negative,2026-07-08,163,PORTAL
MSG000000829,4500000280,00020,S100027,OUTBOUND,PO 4500000280 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-15,,positive,2026-07-07,92,OUTLOOK
MSG000000830,4500000281,00010,S100027,OUTBOUND,PO 4500000281 Item 00010 - Price Dispute,Supplier response received; details require buyer review.,2026-05-21,,neutral,2026-05-10,306,REGRELLO
MSG000000831,4500000281,00020,S100027,OUTBOUND,PO 4500000281 Item 00020 - Partial,Supplier response received; details require buyer review.,2026-05-13,,neutral,2026-06-11,66,GMAIL
MSG000000832,4500000282,00010,S100045,INBOUND,PO 4500000282 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-07-08 due to capacity constraints.,2026-05-24,2026-05-20,concerned,2026-07-08,104,OUTLOOK
MSG000000833,4500000282,00020,S100045,INBOUND,PO 4500000282 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-24,2026-05-28,concerned,2026-07-20,1930,PORTAL
MSG000000834,4500000282,00030,S100045,INBOUND,PO 4500000282 Item 00030 - Promised Late,Supplier advised revised delivery date of 2026-07-23 due to capacity constraints.,2026-05-17,2026-05-23,concerned,2026-07-23,249,REGRELLO
MSG000000835,4500000282,00060,S100045,INBOUND,PO 4500000282 Item 00060 - Acknowledged,Supplier response received; details require buyer review.,2026-05-18,2026-05-25,urgent,2026-06-14,1522,GMAIL
MSG000000836,4500000283,00020,S100008,OUTBOUND,PO 4500000283 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-21,,neutral,2026-03-18,8,PORTAL
MSG000000837,4500000283,00030,S100008,OUTBOUND,PO 4500000283 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-14,,neutral,2026-03-24,757,PORTAL
MSG000000838,4500000283,00050,S100008,OUTBOUND,PO 4500000283 Item 00050 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-27,,urgent,2026-03-07,0,REGRELLO
MSG000000839,4500000283,00070,S100008,INBOUND,PO 4500000283 Item 00070 - Partial,Supplier response received; details require buyer review.,2026-05-16,2026-05-15,urgent,2026-04-13,1251,OUTLOOK
MSG000000840,4500000284,00010,S100039,OUTBOUND,PO 4500000284 Item 00010 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-14,,urgent,2026-02-22,1461,REGRELLO
MSG000000841,4500000284,00020,S100039,INBOUND,PO 4500000284 Item 00020 - Partial,Supplier response received; details require buyer review.,2026-05-25,2026-05-17,concerned,2026-03-07,1626,GMAIL
MSG000000842,4500000284,00030,S100039,INBOUND,PO 4500000284 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-22,2026-05-14,neutral,2026-03-02,190,REGRELLO
MSG000000843,4500000284,00040,S100039,INBOUND,PO 4500000284 Item 00040 - Promised Late,Supplier advised revised delivery date of 2026-03-20 due to capacity constraints.,2026-05-23,2026-05-14,concerned,2026-03-20,30,GMAIL
MSG000000844,4500000284,00050,S100039,INBOUND,PO 4500000284 Item 00050 - Acknowledged,Supplier response received; details require buyer review.,2026-05-15,2026-05-28,neutral,2026-03-02,10,OUTLOOK
MSG000000845,4500000284,00060,S100039,INBOUND,PO 4500000284 Item 00060 - Price Dispute,Supplier response received; details require buyer review.,2026-05-22,2026-05-26,concerned,2026-04-08,14,PORTAL
MSG000000846,4500000285,00020,S100033,OUTBOUND,PO 4500000285 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-15,,negative,2026-06-16,6,PORTAL
MSG000000847,4500000285,00030,S100033,INBOUND,PO 4500000285 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-16,2026-05-23,concerned,2026-06-27,105,PORTAL
MSG000000848,4500000286,00010,S100024,OUTBOUND,PO 4500000286 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-16,,positive,2026-05-18,50,GMAIL
MSG000000849,4500000286,00030,S100024,INBOUND,PO 4500000286 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-25,2026-05-24,negative,2026-03-26,282,REGRELLO
MSG000000850,4500000286,00040,S100024,INBOUND,PO 4500000286 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-14,2026-05-24,positive,2026-04-27,271,OUTLOOK
MSG000000851,4500000286,00050,S100024,INBOUND,PO 4500000286 Item 00050 - Partial,Supplier response received; details require buyer review.,2026-05-25,2026-05-18,urgent,2026-05-04,1298,PORTAL
MSG000000852,4500000288,00020,S100011,INBOUND,PO 4500000288 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-18,2026-05-18,negative,2026-05-19,318,GMAIL
MSG000000853,4500000288,00030,S100011,INBOUND,PO 4500000288 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-28,2026-05-20,negative,2026-04-24,98,PORTAL
MSG000000854,4500000288,00040,S100011,OUTBOUND,PO 4500000288 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-24,,neutral,2026-06-11,503,OUTLOOK
MSG000000855,4500000288,00060,S100011,INBOUND,PO 4500000288 Item 00060 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-19,2026-05-28,negative,,111,GMAIL
MSG000000856,4500000288,00070,S100011,OUTBOUND,PO 4500000288 Item 00070 - Acknowledged,Supplier response received; details require buyer review.,2026-05-26,,neutral,2026-04-08,308,GMAIL
MSG000000857,4500000289,00010,S100032,INBOUND,PO 4500000289 Item 00010 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-23,2026-05-13,negative,,649,OUTLOOK
MSG000000858,4500000290,00010,S100024,INBOUND,PO 4500000290 Item 00010 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-18,2026-05-21,negative,,133,REGRELLO
MSG000000859,4500000291,00010,S100043,INBOUND,PO 4500000291 Item 00010 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-13,2026-05-17,concerned,2026-04-13,52,REGRELLO
MSG000000860,4500000292,00010,S100018,OUTBOUND,PO 4500000292 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-13,,urgent,2026-04-26,0,REGRELLO
MSG000000861,4500000292,00030,S100018,OUTBOUND,PO 4500000292 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-17,,positive,2026-07-09,41,GMAIL
MSG000000862,4500000292,00040,S100018,OUTBOUND,PO 4500000292 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-20,,urgent,2026-05-16,0,PORTAL
MSG000000863,4500000293,00010,S100032,INBOUND,PO 4500000293 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-07-29 due to capacity constraints.,2026-05-18,2026-05-24,concerned,2026-07-29,1071,GMAIL
MSG000000864,4500000293,00020,S100032,OUTBOUND,PO 4500000293 Item 00020 - Partial,Supplier response received; details require buyer review.,2026-05-28,,positive,2026-07-17,1073,REGRELLO
MSG000000865,4500000293,00040,S100032,OUTBOUND,PO 4500000293 Item 00040 - Partial,Supplier response received; details require buyer review.,2026-05-25,,positive,2026-06-03,23,REGRELLO
MSG000000866,4500000293,00050,S100032,OUTBOUND,PO 4500000293 Item 00050 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-19,,urgent,2026-06-02,0,OUTLOOK
MSG000000867,4500000293,00060,S100032,OUTBOUND,PO 4500000293 Item 00060 - Acknowledged,Supplier response received; details require buyer review.,2026-05-16,,neutral,2026-05-15,1992,GMAIL
MSG000000868,4500000293,00070,S100032,OUTBOUND,PO 4500000293 Item 00070 - Acknowledged,Supplier response received; details require buyer review.,2026-05-25,,neutral,2026-07-20,46,GMAIL
MSG000000869,4500000294,00010,S100018,OUTBOUND,PO 4500000294 Item 00010 - Price Dispute,Supplier response received; details require buyer review.,2026-05-24,,concerned,2026-07-28,1597,PORTAL
MSG000000870,4500000295,00010,S100006,INBOUND,PO 4500000295 Item 00010 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-14,2026-05-17,negative,2026-04-06,457,PORTAL
MSG000000871,4500000296,00010,S100028,INBOUND,PO 4500000296 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-17,2026-05-13,neutral,2026-07-05,933,REGRELLO
MSG000000872,4500000296,00020,S100028,OUTBOUND,PO 4500000296 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-23,,urgent,2026-06-22,0,PORTAL
MSG000000873,4500000297,00020,S100004,OUTBOUND,PO 4500000297 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-17,,urgent,2026-04-03,1790,GMAIL
MSG000000874,4500000298,00010,S100004,INBOUND,PO 4500000298 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-07-18 due to capacity constraints.,2026-05-23,2026-05-14,concerned,2026-07-18,30,PORTAL
MSG000000875,4500000298,00030,S100004,OUTBOUND,PO 4500000298 Item 00030 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-26,,urgent,2026-04-30,57,GMAIL
MSG000000876,4500000299,00010,S100009,OUTBOUND,PO 4500000299 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-23,,positive,2026-03-30,193,PORTAL
MSG000000877,4500000299,00030,S100009,OUTBOUND,PO 4500000299 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-20,,concerned,2026-02-21,64,REGRELLO
MSG000000878,4500000300,00010,S100014,OUTBOUND,PO 4500000300 Item 00010 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-26,,positive,2026-08-04,1103,PORTAL
MSG000000879,4500000300,00020,S100014,OUTBOUND,PO 4500000300 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-16,,negative,2026-06-14,70,REGRELLO
MSG000000880,4500000300,00030,S100014,OUTBOUND,PO 4500000300 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-19,,urgent,2026-07-12,0,REGRELLO
MSG000000881,4500000300,00050,S100014,INBOUND,PO 4500000300 Item 00050 - Promised Late,Supplier advised revised delivery date of 2026-07-08 due to capacity constraints.,2026-05-22,2026-05-18,concerned,2026-07-08,65,OUTLOOK
MSG000000882,4500000300,00060,S100014,INBOUND,PO 4500000300 Item 00060 - Promised Late,Supplier advised revised delivery date of 2026-08-31 due to capacity constraints.,2026-05-18,2026-05-17,concerned,2026-08-31,396,PORTAL
MSG000000883,4500000300,00070,S100014,OUTBOUND,PO 4500000300 Item 00070 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-20,,urgent,2026-06-23,0,GMAIL
MSG000000884,4500000301,00010,S100001,OUTBOUND,PO 4500000301 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-15,,urgent,2026-03-31,246,REGRELLO
MSG000000885,4500000301,00040,S100001,OUTBOUND,PO 4500000301 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-18,,urgent,2026-05-05,0,PORTAL
MSG000000886,4500000301,00050,S100001,INBOUND,PO 4500000301 Item 00050 - Partial,Supplier response received; details require buyer review.,2026-05-14,2026-05-25,positive,2026-03-27,131,PORTAL
MSG000000887,4500000302,00010,S100009,INBOUND,PO 4500000302 Item 00010 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-19,2026-05-21,negative,,159,REGRELLO
MSG000000888,4500000302,00020,S100009,OUTBOUND,PO 4500000302 Item 00020 - Price Dispute,Supplier response received; details require buyer review.,2026-05-26,,positive,2026-02-10,1613,GMAIL
MSG000000889,4500000302,00030,S100009,OUTBOUND,PO 4500000302 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-22,,urgent,2026-04-24,0,PORTAL
MSG000000890,4500000302,00040,S100009,INBOUND,PO 4500000302 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-28,2026-05-27,concerned,2026-04-20,1669,REGRELLO
MSG000000891,4500000302,00050,S100009,INBOUND,PO 4500000302 Item 00050 - Price Dispute,Supplier response received; details require buyer review.,2026-05-13,2026-05-17,concerned,2026-04-14,576,PORTAL
MSG000000892,4500000302,00060,S100009,OUTBOUND,PO 4500000302 Item 00060 - Acknowledged,Supplier response received; details require buyer review.,2026-05-25,,negative,2026-04-10,369,REGRELLO
MSG000000893,4500000303,00020,S100039,INBOUND,PO 4500000303 Item 00020 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-24,2026-05-15,neutral,2026-06-29,87,GMAIL
MSG000000894,4500000303,00030,S100039,INBOUND,PO 4500000303 Item 00030 - Price Dispute,Supplier response received; details require buyer review.,2026-05-27,2026-05-17,neutral,2026-06-01,999,REGRELLO
MSG000000895,4500000303,00040,S100039,OUTBOUND,PO 4500000303 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-18,,neutral,2026-08-03,22,GMAIL
MSG000000896,4500000303,00050,S100039,OUTBOUND,PO 4500000303 Item 00050 - Price Dispute,Supplier response received; details require buyer review.,2026-05-14,,concerned,2026-07-15,98,PORTAL
MSG000000897,4500000304,00020,S100005,OUTBOUND,PO 4500000304 Item 00020 - Price Dispute,Supplier response received; details require buyer review.,2026-05-23,,concerned,2026-06-30,6,GMAIL
MSG000000898,4500000305,00020,S100016,INBOUND,PO 4500000305 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-13,2026-05-17,concerned,2026-04-24,86,REGRELLO
MSG000000899,4500000305,00030,S100016,INBOUND,PO 4500000305 Item 00030 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-16,2026-05-22,negative,,2455,REGRELLO
MSG000000900,4500000306,00020,S100006,OUTBOUND,PO 4500000306 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-23,,urgent,2026-03-21,0,REGRELLO
MSG000000901,4500000306,00030,S100006,OUTBOUND,PO 4500000306 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-18,,urgent,2026-05-03,0,PORTAL
MSG000000902,4500000307,00010,S100024,INBOUND,PO 4500000307 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-09-05 due to capacity constraints.,2026-05-19,2026-05-18,concerned,2026-09-05,263,PORTAL
MSG000000903,4500000307,00020,S100024,INBOUND,PO 4500000307 Item 00020 - Promised Late,Supplier advised revised delivery date of 2026-07-31 due to capacity constraints.,2026-05-21,2026-05-28,concerned,2026-07-31,45,OUTLOOK
MSG000000904,4500000307,00040,S100024,INBOUND,PO 4500000307 Item 00040 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-15,2026-05-28,negative,,465,OUTLOOK
MSG000000905,4500000308,00010,S100003,OUTBOUND,PO 4500000308 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-23,,negative,2026-05-05,23,GMAIL
MSG000000906,4500000309,00010,S100023,INBOUND,PO 4500000309 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-25,2026-05-28,concerned,2026-04-18,31,GMAIL
MSG000000907,4500000309,00020,S100023,OUTBOUND,PO 4500000309 Item 00020 - Partial,Supplier response received; details require buyer review.,2026-05-24,,positive,2026-05-11,846,PORTAL
MSG000000908,4500000310,00010,S100028,INBOUND,PO 4500000310 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-04-12 due to capacity constraints.,2026-05-17,2026-05-24,concerned,2026-04-12,727,REGRELLO
MSG000000909,4500000311,00010,S100044,INBOUND,PO 4500000311 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-15,2026-05-14,concerned,2026-04-06,1287,REGRELLO
MSG000000910,4500000311,00020,S100044,INBOUND,PO 4500000311 Item 00020 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-13,2026-05-20,negative,,210,GMAIL
MSG000000911,4500000313,00010,S100040,OUTBOUND,PO 4500000313 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-16,,neutral,2026-06-05,5,REGRELLO
MSG000000912,4500000313,00030,S100040,INBOUND,PO 4500000313 Item 00030 - Promised Late,Supplier advised revised delivery date of 2026-06-24 due to capacity constraints.,2026-05-18,2026-05-27,concerned,2026-06-24,107,PORTAL
MSG000000913,4500000313,00040,S100040,OUTBOUND,PO 4500000313 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-20,,positive,2026-08-01,200,GMAIL
MSG000000914,4500000313,00050,S100040,INBOUND,PO 4500000313 Item 00050 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-27,2026-05-16,negative,,90,PORTAL
MSG000000915,4500000314,00020,S100008,OUTBOUND,PO 4500000314 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-14,,urgent,2026-04-05,0,REGRELLO
MSG000000916,4500000315,00030,S100041,INBOUND,PO 4500000315 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-19,2026-05-13,neutral,2026-08-17,28,REGRELLO
MSG000000917,4500000316,00020,S100027,OUTBOUND,PO 4500000316 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-20,,urgent,2026-05-03,0,PORTAL
MSG000000918,4500000316,00050,S100027,OUTBOUND,PO 4500000316 Item 00050 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-13,,urgent,2026-05-26,0,PORTAL
