po_number,item_number,material_id,material_description,plant,storage_location,order_qty,uom,net_price,price_unit,item_value,delivery_date,item_category,account_assignment_category,deletion_flag,delivery_completed_flag,invoice_receipt_flag,goods_receipt_flag
4500000250,00010,M500296,MOSFET X-181,MTY1,0001,4000,EA,2.03,1,8113.51,2026-07-25,CONSIGNMENT,K,Y,N,Y,Y
4500000250,00020,M500109,Driver IC A-809,KCH1,REC1,10,EA,2.55,1,25.51,2026-05-23,STANDARD,F,N,N,Y,Y
4500000250,00030,M500194,Power IC Pro-763,DAL1,0002,200,EA,9.31,1,1862.52,2026-07-25,SUBCON,K,N,N,Y,Y
4500000250,00040,M500090,Carton Pro-211,MTY1,0002,40,EA,4.29,1,171.60,2026-06-17,SUBCON,,N,N,Y,Y
4500000250,00050,M500060,Driver IC X-320,AUS1,0001,200,EA,35.77,1,7154.69,2026-07-21,CONSIGNMENT,F,N,N,Y,Y
4500000251,00010,M500241,Heat Sink Pro-207,DAL1,REC1,100,EA,5.72,1,572.16,2026-04-17,SUBCON,K,N,Y,Y,Y
4500000251,00020,M500223,Pallet Kit A-841,DAL1,0001,20,EA,5.71,1,114.24,2026-03-28,STANDARD,K,N,N,Y,N
4500000251,00030,M500242,Backplane C-164,DAL1,0001,300,EA,9.37,1,2811.64,2026-06-17,SUBCON,,N,N,Y,Y
4500000251,00040,M500135,Interface PCB Pro-696,KCH1,0001,500,EA,2.81,1,1406.95,2026-05-24,STANDARD,F,N,N,N,Y
4500000251,00050,M500125,Ribbon Cable A-476,DAL1,REC1,40,M,27.83,1,1113.23,2026-05-31,STANDARD,F,N,N,Y,Y
4500000252,00010,M500227,RF Board A-259,MTY1,0001,2000,EA,14.79,1,29581.04,2026-04-17,SUBCON,,N,N,Y,Y
4500000252,00020,M500101,Fan Module C-587,MTY1,0001,60,EA,7.34,1,440.13,2026-03-20,SUBCON,K,N,N,Y,Y
4500000252,00030,M500097,Relay C-313,KCH1,REC1,20,EA,2.37,1,47.40,2026-04-20,CONSIGNMENT,F,N,N,Y,Y
4500000252,00040,M500115,Harness Pro-870,MTY1,QI01,200,M,28.53,1,5706.98,2026-04-15,STANDARD,K,Y,N,Y,Y
4500000253,00010,M500212,Carton X-168,MTY1,REC1,150,EA,9.71,1,1456.06,2026-04-11,SUBCON,,N,Y,N,Y
4500000253,00020,M500218,Backplane A-346,PHX1,QI01,20,EA,7.20,1,143.97,2026-06-10,SUBCON,F,N,N,Y,Y
4500000253,00030,M500110,Power IC B-652,PHX1,REC1,500,EA,55.93,1,27966.48,2026-05-04,STANDARD,K,N,N,Y,Y
4500000253,00040,M500140,Harness C-191,KCH1,0001,2000,EA,3.38,1,6750.97,2026-06-09,SUBCON,F,N,N,Y,N
4500000253,00050,M500239,Relay C-469,MTY1,0001,40,EA,0.93,1,37.16,2026-06-09,SUBCON,,N,Y,Y,Y
4500000253,00060,M500149,Pallet Kit Lite-933,KCH1,0002,30,EA,16.40,1,492.06,2026-06-13,STANDARD,F,N,N,Y,N
4500000254,00010,M500023,Foam Insert B-151,KCH1,0001,10,EA,7.55,1,75.46,2026-06-15,STANDARD,K,N,N,Y,Y
4500000254,00020,M500209,Cleaning Kit X-850,AUS1,0001,20,EA,8.50,1,169.99,2026-05-10,SUBCON,F,N,N,Y,Y
4500000254,00030,M500225,Harness C-849,KCH1,0001,80,M,16.87,1,1349.93,2026-06-19,SUBCON,K,N,N,Y,Y
4500000254,00040,M500294,Heat Sink B-500,DAL1,0001,3000,EA,2.74,1,8225.80,2026-05-07,SUBCON,F,N,Y,Y,Y
4500000254,00050,M500023,Foam Insert B-151,KCH1,0001,500,EA,6.01,1,3003.34,2026-06-06,STANDARD,F,N,N,Y,Y
4500000254,00060,M500300,Foam Insert X-660,KCH1,0001,1000,EA,6.33,1,6334.91,2026-07-06,CONSIGNMENT,,N,N,N,Y
4500000254,00070,M500110,Power IC B-652,PHX1,0001,1000,EA,70.29,1,70287.01,2026-07-10,STANDARD,,N,N,N,Y
4500000255,00010,M500216,Signal Cable A-403,DAL1,REC1,750,M,43.79,1,32842.72,2026-07-07,CONSIGNMENT,F,N,N,Y,Y
4500000255,00020,M500200,Control Board Pro-604,AUS1,0002,2000,EA,9.18,1,18351.39,2026-07-12,CONSIGNMENT,F,N,N,Y,Y
4500000255,00030,M500291,Gloves Pro-407,DAL1,0002,250,EA,33.89,1,8472.96,2026-06-07,STANDARD,F,N,N,Y,Y
4500000255,00040,M500108,Fan Module B-878,KCH1,REC1,1000,EA,9.89,1,9888.48,2026-07-03,CONSIGNMENT,,N,N,Y,Y
4500000255,00050,M500205,Label Set Lite-350,DAL1,QI01,1000,EA,0.30,1,302.18,2026-06-18,STANDARD,K,Y,N,Y,Y
4500000256,00010,M500297,Harness A-266,DAL1,0001,200,M,19.57,1,3913.09,2026-07-11,SUBCON,F,N,N,Y,Y
4500000257,00010,M500236,Harness Lite-177,AUS1,0001,20,M,62.85,1,1257.08,2026-07-15,CONSIGNMENT,F,N,N,Y,Y
4500000257,00020,M500094,Sensor IC C-678,AUS1,0001,3000,EA,28.06,1,84190.63,2026-08-11,SUBCON,,N,Y,Y,Y
4500000257,00030,M500220,Connector Lite-864,AUS1,0001,1000,EA,17.82,1,17819.53,2026-05-28,SUBCON,,N,N,Y,Y
4500000258,00010,M500075,Motor Assembly A-614,DAL1,0001,50,EA,9.97,1,498.51,2026-06-08,SUBCON,K,N,N,N,Y
4500000258,00020,M500157,Power Cable Lite-159,KCH1,0001,100,EA,25.94,1,2594.16,2026-06-15,SUBCON,K,N,N,Y,Y
4500000258,00030,M500236,Harness Lite-177,AUS1,0002,1000,M,77.43,1,77429.02,2026-06-16,CONSIGNMENT,,N,N,Y,Y
4500000258,00040,M500060,Driver IC X-320,AUS1,0001,1000,EA,51.70,1,51702.74,2026-05-29,SUBCON,K,Y,Y,Y,Y
4500000258,00050,M500098,Screw B-776,AUS1,0001,1000,EA,13.30,1,13300.19,2026-05-12,STANDARD,,N,N,Y,Y
4500000258,00060,M500001,Driver IC C-446,MTY1,0001,1500,EA,6.74,1,10113.58,2026-05-27,SUBCON,K,N,N,Y,Y
4500000258,00070,M500142,Control Board Lite-794,AUS1,0001,1000,EA,26.84,1,26844.22,2026-05-31,CONSIGNMENT,F,N,N,N,Y
4500000259,00010,M500089,Power Board B-803,KCH1,0001,30,EA,8.13,1,243.86,2026-07-11,SUBCON,F,N,N,Y,Y
4500000259,00020,M500273,Bracket A-154,MTY1,0002,1000,EA,2.08,1,2079.17,2026-05-24,STANDARD,K,N,Y,N,Y
4500000259,00030,M500180,Control Board C-213,AUS1,0001,1000,EA,118.04,1,118038.48,2026-06-28,SUBCON,F,N,N,Y,Y
4500000259,00040,M500241,Heat Sink Pro-207,PHX1,0001,20,EA,9.26,1,185.13,2026-05-26,STANDARD,,N,N,Y,Y
4500000259,00050,M500204,Driver IC X-812,MTY1,0001,1000,EA,93.79,1,93794.34,2026-07-17,CONSIGNMENT,,N,N,Y,Y
4500000259,00060,M500196,Pallet Kit A-376,KCH1,0001,200,EA,9.88,1,1976.75,2026-05-14,CONSIGNMENT,K,N,N,Y,Y
4500000260,00010,M500212,Carton X-168,MTY1,0001,200,EA,12.90,1,2579.98,2026-07-16,SUBCON,,N,N,Y,Y
4500000260,00020,M500275,Foam Insert B-944,AUS1,0002,400,EA,14.88,1,5952.90,2026-06-04,CONSIGNMENT,F,N,N,Y,Y
4500000260,00030,M500200,Control Board Pro-604,PHX1,0001,2000,EA,6.81,1,13613.63,2026-08-08,SUBCON,,N,N,N,Y
4500000260,00040,M500254,Voltage Regulator B-829,AUS1,QI01,20,EA,2.06,1,41.16,2026-06-17,STANDARD,,N,N,Y,Y
4500000260,00050,M500218,Backplane A-346,DAL1,0001,1000,EA,10.50,1,10497.27,2026-06-13,SUBCON,K,N,N,Y,Y
4500000261,00010,M500088,Interface PCB B-613,MTY1,0002,10,EA,5.88,1,58.76,2026-06-18,STANDARD,,N,N,Y,Y
4500000261,00020,M500116,Driver IC B-117,PHX1,REC1,200,EA,24.24,1,4848.91,2026-05-10,STANDARD,,N,N,Y,Y
4500000261,00030,M500047,Screw C-821,KCH1,0001,50,EA,21.43,1,1071.34,2026-06-28,CONSIGNMENT,,N,Y,Y,Y
4500000262,00010,M500081,Power Board C-698,DAL1,REC1,20,EA,6.56,1,131.19,2026-06-04,STANDARD,F,N,Y,Y,Y
4500000262,00020,M500122,Power Board C-803,KCH1,QI01,250,EA,21.78,1,5444.60,2026-07-09,STANDARD,,N,N,Y,Y
4500000262,00030,M500242,Backplane C-164,MTY1,0002,1000,EA,6.38,1,6375.73,2026-07-26,CONSIGNMENT,K,N,N,Y,Y
4500000262,00040,M500110,Power IC B-652,KCH1,0001,10,EA,65.03,1,650.26,2026-06-30,CONSIGNMENT,F,N,N,Y,Y
4500000262,00050,M500187,Label Set X-316,PHX1,0001,500,EA,2.20,1,1098.11,2026-05-19,SUBCON,,N,N,Y,Y
4500000263,00010,M500103,Foam Insert Pro-758,MTY1,0001,3000,EA,3.32,1,9954.01,2026-07-19,STANDARD,F,N,N,Y,Y
4500000263,00020,M500056,Power Board A-492,DAL1,REC1,60,EA,28.36,1,1701.58,2026-05-28,STANDARD,F,N,N,Y,Y
4500000263,00030,M500062,Switch Lite-780,AUS1,0002,4000,EA,10.67,1,42693.18,2026-06-18,STANDARD,,N,N,Y,Y
4500000263,00040,M500126,Bolt Lite-317,KCH1,0002,100,EA,1.96,1,195.82,2026-06-16,CONSIGNMENT,K,N,Y,N,Y
4500000263,00050,M500008,Motor Assembly X-524,AUS1,REC1,20,EA,18.66,1,373.26,2026-06-05,CONSIGNMENT,K,N,N,Y,Y
4500000263,00060,M500099,MOSFET X-773,MTY1,0001,100,EA,35.39,1,3538.56,2026-07-16,STANDARD,,N,N,Y,Y
4500000263,00070,M500256,Label Set A-879,MTY1,0001,200,EA,6.65,1,1330.75,2026-06-12,STANDARD,,N,N,Y,Y
4500000264,00010,M500138,Backplane X-186,PHX1,0001,150,EA,6.24,1,935.71,2026-04-20,SUBCON,K,N,N,Y,Y
4500000264,00020,M500153,MOSFET A-325,KCH1,QI01,3000,EA,4.03,1,12100.35,2026-05-13,SUBCON,F,N,N,Y,Y
4500000264,00030,M500293,Sensor IC C-241,DAL1,BLK1,500,EA,0.95,1,474.79,2026-06-30,CONSIGNMENT,,N,N,Y,Y
4500000264,00040,M500011,RF Board C-795,PHX1,0001,60,EA,13.86,1,831.72,2026-06-27,STANDARD,F,N,N,Y,Y
4500000264,00050,M500022,Motor Assembly C-778,PHX1,QI01,4000,EA,10.97,1,43880.88,2026-06-29,SUBCON,,N,N,Y,Y
4500000265,00010,M500262,Microcontroller X-787,KCH1,0002,2000,EA,4.05,1,8096.67,2026-05-06,CONSIGNMENT,F,N,N,Y,Y
4500000265,00020,M500253,RF Board Pro-498,DAL1,0001,100,EA,11.45,1,1144.73,2026-02-13,STANDARD,,N,N,Y,Y
4500000265,00030,M500110,Power IC B-652,PHX1,0001,1000,EA,69.83,1,69833.32,2026-02-14,SUBCON,F,N,N,Y,Y
4500000266,00010,M500079,Memory Chip X-406,MTY1,REC1,2000,EA,7.59,1,15182.69,2026-02-20,SUBCON,F,N,N,Y,Y
4500000267,00010,M500014,Microcontroller A-362,DAL1,0001,100,EA,4.19,1,418.73,2026-05-05,CONSIGNMENT,K,N,N,Y,Y
4500000267,00020,M500079,Memory Chip X-406,PHX1,0001,250,EA,6.32,1,1579.25,2026-04-18,STANDARD,,N,N,Y,Y
4500000267,00030,M500189,Connector X-203,AUS1,0001,250,EA,2.32,1,580.38,2026-03-22,SUBCON,,N,N,Y,Y
4500000268,00010,M500223,Pallet Kit A-841,PHX1,0001,400,EA,6.47,1,2586.16,2026-04-10,CONSIGNMENT,K,N,N,Y,Y
4500000268,00020,M500300,Foam Insert X-660,DAL1,0001,200,EA,5.24,1,1048.00,2026-04-15,STANDARD,K,N,Y,Y,Y
4500000268,00030,M500139,Fan Module A-595,DAL1,0001,1000,EA,8.51,1,8508.44,2026-06-04,STANDARD,,N,N,Y,Y
4500000269,00010,M500089,Power Board B-803,KCH1,0002,750,EA,6.03,1,4524.36,2026-06-22,SUBCON,K,N,N,Y,Y
4500000269,00020,M500132,Power Cable Pro-973,DAL1,0001,1000,EA,10.74,1,10744.52,2026-08-08,SUBCON,F,N,N,Y,Y
4500000269,00030,M500118,Power IC X-218,AUS1,0001,30,EA,4.63,1,138.84,2026-06-01,CONSIGNMENT,K,N,N,Y,Y
4500000269,00040,M500214,Control Board B-746,DAL1,0001,100,EA,2.85,1,284.68,2026-06-16,SUBCON,K,N,N,Y,Y
4500000269,00050,M500276,Harness B-124,MTY1,0001,750,M,8.44,1,6333.34,2026-07-31,STANDARD,F,N,N,Y,Y
4500000269,00060,M500089,Power Board B-803,KCH1,0001,20,EA,7.71,1,154.13,2026-07-13,SUBCON,F,N,N,Y,Y
4500000270,00010,M500043,Switch C-945,KCH1,0001,40,EA,10.57,1,422.83,2026-03-22,STANDARD,,Y,N,Y,Y
4500000270,00020,M500265,Voltage Regulator C-874,DAL1,0001,20,EA,13.78,1,275.55,2026-05-04,SUBCON,,N,N,Y,Y
4500000270,00030,M500113,Mount Plate C-495,PHX1,0001,500,EA,14.83,1,7415.56,2026-02-27,STANDARD,F,N,N,Y,Y
4500000270,00040,M500195,Heat Sink X-310,PHX1,BLK1,100,EA,2.04,1,203.78,2026-03-24,CONSIGNMENT,,N,N,Y,Y
4500000270,00050,M500147,Motor Assembly X-751,AUS1,0001,100,EA,3.64,1,364.03,2026-04-20,STANDARD,,N,N,Y,Y
4500000271,00010,M500014,Microcontroller A-362,KCH1,0002,40,EA,4.21,1,168.56,2026-04-13,STANDARD,,N,N,N,Y
4500000271,00020,M500295,Switch C-118,DAL1,0002,1500,EA,8.75,1,13129.46,2026-03-22,CONSIGNMENT,F,N,N,Y,Y
4500000271,00030,M500208,Connector B-433,PHX1,0001,150,EA,11.20,1,1679.42,2026-06-06,STANDARD,K,Y,N,Y,Y
4500000271,00040,M500209,Cleaning Kit X-850,PHX1,BLK1,10,EA,9.83,1,98.29,2026-04-27,STANDARD,K,Y,N,Y,Y
4500000271,00050,M500089,Power Board B-803,DAL1,REC1,80,EA,8.52,1,681.23,2026-03-10,CONSIGNMENT,F,N,N,Y,Y
4500000271,00060,M500209,Cleaning Kit X-850,PHX1,REC1,4000,EA,10.34,1,41369.16,2026-05-13,SUBCON,,N,N,Y,N
4500000271,00070,M500028,Carton B-615,PHX1,0001,2000,EA,11.47,1,22941.70,2026-03-13,CONSIGNMENT,,N,N,Y,Y
4500000272,00010,M500218,Backplane A-346,PHX1,REC1,1000,EA,8.17,1,8173.29,2026-07-05,CONSIGNMENT,F,N,N,Y,Y
4500000272,00020,M500083,Harness C-326,KCH1,0001,300,M,13.76,1,4126.62,2026-06-22,STANDARD,,N,N,Y,Y
4500000272,00030,M500127,Label Set X-389,PHX1,REC1,80,EA,6.08,1,486.37,2026-05-27,STANDARD,K,N,N,Y,Y
4500000272,00040,M500221,MOSFET X-455,KCH1,REC1,100,EA,16.01,1,1600.81,2026-06-21,STANDARD,K,N,N,Y,Y
4500000273,00010,M500150,Signal Cable A-477,KCH1,0002,10,M,8.66,1,86.62,2026-03-25,CONSIGNMENT,,N,N,N,Y
4500000273,00020,M500054,Label Set X-907,KCH1,0001,200,EA,47.90,1,9580.92,2026-04-24,SUBCON,F,N,N,Y,Y
4500000273,00030,M500112,Power IC A-125,AUS1,0002,40,EA,49.82,1,1992.77,2026-04-23,CONSIGNMENT,,N,N,Y,Y
4500000273,00040,M500235,Driver IC Lite-523,MTY1,0001,100,EA,5.38,1,538.04,2026-04-21,SUBCON,F,N,N,Y,Y
4500000273,00050,M500220,Connector Lite-864,KCH1,0001,30,EA,21.37,1,641.17,2026-04-05,STANDARD,,N,N,Y,Y
4500000274,00010,M500177,Connector A-656,PHX1,0001,100,EA,4.59,1,458.67,2026-05-17,STANDARD,K,N,N,Y,Y
4500000274,00020,M500131,Memory Chip A-219,KCH1,REC1,80,EA,7.54,1,603.26,2026-06-08,CONSIGNMENT,F,N,N,Y,Y
4500000274,00030,M500131,Memory Chip A-219,KCH1,0002,80,EA,6.31,1,504.92,2026-05-21,STANDARD,F,N,N,Y,Y
4500000274,00040,M500215,Motor Assembly A-506,PHX1,0001,1000,EA,3.00,1,3000.13,2026-05-20,CONSIGNMENT,F,Y,N,Y,Y
4500000274,00050,M500217,Power IC Lite-672,KCH1,0001,100,EA,35.12,1,3511.77,2026-04-26,SUBCON,F,N,N,Y,Y
4500000274,00060,M500060,Driver IC X-320,KCH1,0002,100,EA,43.86,1,4386.37,2026-06-09,CONSIGNMENT,,N,N,Y,Y
4500000274,00070,M500208,Connector B-433,DAL1,REC1,100,EA,10.39,1,1038.51,2026-05-04,STANDARD,,N,N,Y,Y
4500000275,00010,M500112,Power IC A-125,DAL1,0001,1000,EA,62.39,1,62386.91,2026-06-18,STANDARD,K,N,N,Y,Y
4500000275,00020,M500040,Power Board X-771,DAL1,0001,40,EA,81.27,1,3250.96,2026-04-04,STANDARD,K,N,N,Y,Y
4500000275,00030,M500265,Voltage Regulator C-874,PHX1,0001,80,EA,15.64,1,1250.90,2026-05-18,SUBCON,,N,N,Y,Y
4500000275,00040,M500042,Fan Module Pro-723,AUS1,REC1,20,EA,10.99,1,219.79,2026-04-06,SUBCON,,N,N,Y,Y
4500000275,00050,M500028,Carton B-615,DAL1,0002,60,EA,12.73,1,764.07,2026-05-27,SUBCON,,N,N,Y,Y
4500000275,00060,M500112,Power IC A-125,DAL1,0001,50,EA,71.64,1,3581.85,2026-03-25,STANDARD,F,N,N,Y,Y
4500000275,00070,M500039,Backplane Pro-233,AUS1,0002,1000,EA,41.41,1,41407.35,2026-05-12,SUBCON,,N,N,N,Y
4500000276,00010,M500178,Pallet Kit A-215,KCH1,0001,1500,EA,2.62,1,3930.11,2026-07-19,STANDARD,K,N,N,Y,Y
4500000276,00020,M500276,Harness B-124,AUS1,QI01,10,M,8.94,1,89.38,2026-07-13,SUBCON,,N,N,Y,Y
4500000276,00030,M500130,Switch C-701,PHX1,0002,150,EA,5.95,1,892.11,2026-05-30,CONSIGNMENT,F,N,N,Y,Y
4500000276,00040,M500265,Voltage Regulator C-874,PHX1,0002,400,EA,13.00,1,5201.28,2026-08-01,STANDARD,F,N,N,Y,Y
4500000277,00010,M500247,MOSFET A-754,PHX1,0001,2000,EA,41.95,1,83893.44,2026-07-25,CONSIGNMENT,F,N,N,Y,Y
4500000278,00010,M500227,RF Board A-259,MTY1,REC1,60,EA,18.52,1,1110.99,2026-04-21,CONSIGNMENT,K,N,N,Y,Y
4500000278,00020,M500197,Power IC Lite-954,MTY1,REC1,2000,EA,26.56,1,53121.68,2026-05-26,STANDARD,,N,N,Y,Y
4500000278,00030,M500009,Power Cable A-547,MTY1,0001,200,M,6.02,1,1203.23,2026-04-15,SUBCON,,N,Y,Y,Y
4500000278,00040,M500015,Power IC A-638,DAL1,0001,200,EA,1.82,1,363.80,2026-05-30,SUBCON,,N,N,Y,Y
4500000279,00010,M500080,Foam Insert A-372,AUS1,0002,40,EA,8.48,1,339.35,2026-08-13,SUBCON,,N,N,Y,Y
4500000279,00020,M500011,RF Board C-795,PHX1,0002,300,EA,12.10,1,3628.95,2026-07-08,CONSIGNMENT,F,N,N,Y,Y
4500000280,00010,M500209,Cleaning Kit X-850,PHX1,0001,3000,EA,10.64,1,31906.12,2026-06-04,CONSIGNMENT,,N,N,N,Y
4500000280,00020,M500208,Connector B-433,PHX1,0001,150,EA,10.10,1,1514.25,2026-07-07,STANDARD,,N,N,Y,Y
4500000280,00030,M500113,Mount Plate C-495,PHX1,0002,500,EA,18.80,1,9401.37,2026-05-27,SUBCON,,N,Y,Y,Y
4500000280,00040,M500015,Power IC A-638,DAL1,REC1,100,EA,1.82,1,181.83,2026-06-28,CONSIGNMENT,K,N,N,Y,Y
4500000281,00010,M500149,Pallet Kit Lite-933,AUS1,REC1,400,EA,17.15,1,6859.93,2026-05-10,STANDARD,F,N,N,Y,Y
4500000281,00020,M500170,Switch Lite-303,MTY1,REC1,150,EA,7.35,1,1103.22,2026-06-11,SUBCON,F,N,N,Y,Y
4500000282,00010,M500073,Standoff C-299,AUS1,0001,200,EA,15.25,1,3050.24,2026-06-10,STANDARD,F,N,N,Y,Y
4500000282,00020,M500295,Switch C-118,MTY1,0001,2000,EA,13.57,1,27144.39,2026-07-20,STANDARD,,N,N,Y,N
4500000282,00030,M500132,Power Cable Pro-973,DAL1,0001,400,EA,17.00,1,6800.60,2026-07-07,SUBCON,F,N,N,Y,Y
4500000282,00040,M500094,Sensor IC C-678,DAL1,0001,1000,EA,28.83,1,28827.43,2026-06-11,CONSIGNMENT,,N,N,Y,Y
4500000282,00050,M500158,Label Set B-375,AUS1,0002,1500,EA,8.68,1,13015.37,2026-05-31,SUBCON,,N,N,Y,Y
4500000282,00060,M500123,Sensor IC C-816,PHX1,0001,2000,EA,14.08,1,28152.98,2026-06-14,SUBCON,,N,N,Y,Y
4500000283,00010,M500100,Power Cable X-461,AUS1,0002,100,EA,12.88,1,1287.78,2026-03-13,SUBCON,F,N,N,N,Y
4500000283,00020,M500102,Harness Pro-772,DAL1,0002,10,M,212.66,1,2126.62,2026-03-18,CONSIGNMENT,F,N,Y,Y,Y
4500000283,00030,M500049,Memory Chip Pro-662,DAL1,REC1,1000,EA,12.19,1,12189.12,2026-03-24,SUBCON,,N,N,Y,Y
4500000283,00040,M500244,Ribbon Cable B-554,KCH1,0002,20,M,1.47,1,29.47,2026-03-28,CONSIGNMENT,K,Y,N,Y,N
4500000283,00050,M500244,Ribbon Cable B-554,KCH1,0002,50,M,1.28,1,64.14,2026-03-07,CONSIGNMENT,K,N,N,Y,Y
4500000283,00060,M500001,Driver IC C-446,PHX1,0001,150,EA,5.27,1,791.17,2026-05-08,STANDARD,F,N,N,Y,Y
4500000283,00070,M500187,Label Set X-316,DAL1,0001,2000,EA,1.84,1,3686.46,2026-04-13,CONSIGNMENT,F,N,N,Y,Y
4500000284,00010,M500270,Connector Lite-721,KCH1,REC1,3000,EA,51.52,1,154563.34,2026-02-22,STANDARD,K,N,N,Y,Y
4500000284,00020,M500247,MOSFET A-754,PHX1,0001,3000,EA,35.44,1,106325.99,2026-03-07,STANDARD,,N,N,Y,Y
4500000284,00030,M500066,Heat Sink A-302,PHX1,BLK1,200,EA,5.39,1,1077.97,2026-03-02,STANDARD,F,N,N,Y,Y
4500000284,00040,M500158,Label Set B-375,PHX1,QI01,60,EA,9.93,1,595.95,2026-03-12,SUBCON,K,N,N,Y,Y
4500000284,00050,M500079,Memory Chip X-406,AUS1,0001,20,EA,7.42,1,148.36,2026-03-02,SUBCON,K,N,N,Y,Y
4500000284,00060,M500092,Sensor IC Pro-405,PHX1,0001,20,EA,15.12,1,302.46,2026-04-08,SUBCON,F,N,N,Y,Y
4500000284,00070,M500118,Power IC X-218,PHX1,0001,1500,EA,3.38,1,5064.07,2026-04-08,SUBCON,F,N,N,Y,Y
4500000285,00010,M500121,Power Cable C-148,KCH1,0001,250,EA,10.08,1,2520.14,2026-04-30,STANDARD,F,N,N,Y,Y
4500000285,00020,M500114,Control Board Pro-863,PHX1,BLK1,10,EA,16.81,1,168.08,2026-06-16,SUBCON,F,N,N,Y,Y
4500000285,00030,M500119,Tool Bit Pro-795,DAL1,0002,150,EA,11.88,1,1782.28,2026-06-27,SUBCON,K,N,N,Y,Y
4500000285,00040,M500090,Carton Pro-211,MTY1,REC1,250,EA,4.31,1,1076.38,2026-06-14,STANDARD,,N,N,Y,Y
4500000286,00010,M500177,Connector A-656,AUS1,0002,100,EA,4.20,1,420.18,2026-05-18,STANDARD,,N,N,Y,Y
4500000286,00020,M500251,Label Set A-720,AUS1,0001,500,EA,2.62,1,1311.04,2026-05-25,CONSIGNMENT,,N,Y,Y,Y
4500000286,00030,M500209,Cleaning Kit X-850,DAL1,QI01,400,EA,7.75,1,3101.99,2026-03-26,SUBCON,K,N,Y,Y,Y
4500000286,00040,M500165,Heat Sink Pro-651,MTY1,REC1,500,EA,5.47,1,2733.29,2026-04-27,SUBCON,,N,N,Y,Y
4500000286,00050,M500058,Control Board C-934,KCH1,0001,2000,EA,13.21,1,26411.46,2026-05-04,CONSIGNMENT,,N,N,Y,Y
4500000287,00010,M500190,Label Set B-913,KCH1,QI01,1500,EA,7.23,1,10844.41,2026-03-07,SUBCON,F,N,N,Y,Y
4500000287,00020,M500037,Fan Module X-271,AUS1,0002,20,EA,1.56,1,31.10,2026-05-01,STANDARD,F,N,N,Y,Y
4500000288,00010,M500004,Power Cable Pro-326,KCH1,0002,750,M,26.64,1,19981.04,2026-04-07,SUBCON,F,N,N,Y,Y
4500000288,00020,M500093,Power Cable X-723,DAL1,0001,500,EA,7.01,1,3502.83,2026-05-19,STANDARD,F,N,N,Y,Y
4500000288,00030,M500217,Power IC Lite-672,PHX1,0001,100,EA,57.56,1,5755.95,2026-04-24,STANDARD,K,N,N,Y,Y
4500000288,00040,M500171,Power IC Lite-353,DAL1,0001,1000,EA,6.82,1,6822.66,2026-06-11,CONSIGNMENT,K,N,N,Y,Y
4500000288,00050,M500004,Power Cable Pro-326,KCH1,0001,3000,M,24.96,1,74884.76,2026-05-11,CONSIGNMENT,,N,Y,Y,Y
4500000288,00060,M500005,Voltage Regulator Pro-356,AUS1,0002,250,EA,5.43,1,1358.46,2026-05-03,CONSIGNMENT,F,N,N,Y,Y
4500000288,00070,M500148,Connector Pro-142,DAL1,0001,750,EA,22.07,1,16554.75,2026-04-08,STANDARD,F,N,N,Y,Y
4500000289,00010,M500289,Screw C-483,AUS1,0001,1000,EA,10.67,1,10665.31,2026-05-07,STANDARD,,N,N,Y,Y
4500000289,00020,M500011,RF Board C-795,MTY1,0002,400,EA,11.58,1,4632.64,2026-05-22,SUBCON,,N,N,Y,Y
4500000290,00010,M500214,Control Board B-746,DAL1,0001,200,EA,3.74,1,747.64,2026-05-26,CONSIGNMENT,,N,N,Y,Y
4500000291,00010,M500130,Switch C-701,PHX1,0001,60,EA,3.87,1,232.47,2026-04-13,CONSIGNMENT,F,N,N,Y,Y
4500000292,00010,M500280,Switch B-947,KCH1,0001,30,EA,34.21,1,1026.18,2026-04-26,CONSIGNMENT,F,N,N,N,Y
4500000292,00020,M500160,Bracket C-492,MTY1,0001,1000,EA,15.28,1,15283.28,2026-06-25,SUBCON,K,N,N,N,Y
4500000292,00030,M500218,Backplane A-346,PHX1,QI01,60,EA,8.56,1,513.46,2026-07-09,SUBCON,,N,N,Y,Y
4500000292,00040,M500221,MOSFET X-455,KCH1,0002,1000,EA,12.64,1,12638.38,2026-05-16,CONSIGNMENT,K,N,N,Y,Y
4500000292,00050,M500116,Driver IC B-117,KCH1,0002,1000,EA,23.63,1,23625.75,2026-06-15,SUBCON,K,N,N,Y,Y
4500000293,00010,M500136,Relay Pro-972,KCH1,0002,2000,EA,5.27,1,10542.67,2026-07-15,STANDARD,F,N,N,Y,Y
4500000293,00020,M500264,Microcontroller A-821,DAL1,0002,1500,EA,2.60,1,3892.97,2026-07-17,CONSIGNMENT,,N,Y,Y,Y
4500000293,00030,M500210,Fan Module Lite-237,MTY1,QI01,400,EA,14.23,1,5691.70,2026-05-18,SUBCON,F,N,N,Y,Y
4500000293,00040,M500090,Carton Pro-211,PHX1,0001,50,EA,5.34,1,266.75,2026-06-03,CONSIGNMENT,F,N,N,Y,Y
4500000293,00050,M500251,Label Set A-720,AUS1,0001,20,EA,1.72,1,34.32,2026-06-02,CONSIGNMENT,F,N,N,Y,Y
4500000293,00060,M500145,Carton B-419,MTY1,QI01,2000,EA,12.33,1,24667.20,2026-05-15,STANDARD,F,N,N,Y,Y
