recommendation_id,exception_id,agent_name,confidence_score,recommended_action,draft_subject,draft_message,approval_status,created_on
AR00001222,EX00001222,PO_OVERDUE_AGENT,0.94,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000284,"Hello, please provide an update for PO 4500000284 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001223,EX00001223,PO_OVERDUE_AGENT,0.77,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000284,"Hello, please provide an update for PO 4500000284 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001224,EX00001224,PO_OVERDUE_AGENT,0.69,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000284,"Hello, please provide an update for PO 4500000284 item 00030. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001225,EX00001225,PO_OVERDUE_AGENT,0.88,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000284,"Hello, please provide an update for PO 4500000284 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001226,EX00001226,PO_OVERDUE_AGENT,0.73,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000284,"Hello, please provide an update for PO 4500000284 item 00040. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001227,EX00001227,PO_OVERDUE_AGENT,0.78,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000284,"Hello, please provide an update for PO 4500000284 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001228,EX00001228,PO_OVERDUE_AGENT,0.79,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000285,"Hello, please provide an update for PO 4500000285 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001229,EX00001229,PO_OVERDUE_AGENT,0.84,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000286,"Hello, please provide an update for PO 4500000286 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001230,EX00001230,PO_OVERDUE_AGENT,0.96,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000286,"Hello, please provide an update for PO 4500000286 item 00010. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001231,EX00001231,PO_OVERDUE_AGENT,0.85,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000286,"Hello, please provide an update for PO 4500000286 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001232,EX00001232,PO_OVERDUE_AGENT,0.74,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000286,"Hello, please provide an update for PO 4500000286 item 00050. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001233,EX00001233,PO_OVERDUE_AGENT,0.77,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000287,"Hello, please provide an update for PO 4500000287 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001234,EX00001234,PO_OVERDUE_AGENT,0.76,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000287,"Hello, please provide an update for PO 4500000287 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001235,EX00001235,PO_OVERDUE_AGENT,0.73,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000288,"Hello, please provide an update for PO 4500000288 item 00010. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00001236,EX00001236,PO_OVERDUE_AGENT,0.9,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000288,"Hello, please provide an update for PO 4500000288 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001237,EX00001237,PO_OVERDUE_AGENT,0.95,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000288,"Hello, please provide an update for PO 4500000288 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001238,EX00001238,PO_OVERDUE_AGENT,0.68,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000288,"Hello, please provide an update for PO 4500000288 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001239,EX00001239,PO_OVERDUE_AGENT,0.92,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000288,"Hello, please provide an update for PO 4500000288 item 00050. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00001240,EX00001240,PO_OVERDUE_AGENT,0.81,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000288,"Hello, please provide an update for PO 4500000288 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001241,EX00001241,PO_OVERDUE_AGENT,0.68,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000288,"Hello, please provide an update for PO 4500000288 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001242,EX00001242,PO_OVERDUE_AGENT,0.73,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000291,"Hello, please provide an update for PO 4500000291 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001243,EX00001243,PO_OVERDUE_AGENT,0.7,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000291,"Hello, please provide an update for PO 4500000291 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001244,EX00001244,SUPPLIER_ACK_AGENT,0.73,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000292,"Hello, please provide an update for PO 4500000292 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001245,EX00001245,PO_OVERDUE_AGENT,0.82,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000292,"Hello, please provide an update for PO 4500000292 item 00010. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00001246,EX00001246,SUPPLIER_ACK_AGENT,0.81,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000292,"Hello, please provide an update for PO 4500000292 item 00040. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001247,EX00001247,SUPPLIER_ACK_AGENT,0.71,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000292,"Hello, please provide an update for PO 4500000292 item 00040. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001248,EX00001248,PO_OVERDUE_AGENT,0.96,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000292,"Hello, please provide an update for PO 4500000292 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001249,EX00001249,PO_OVERDUE_AGENT,0.81,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000292,"Hello, please provide an update for PO 4500000292 item 00050. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001250,EX00001250,SUPPLIER_ACK_AGENT,0.86,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000293,"Hello, please provide an update for PO 4500000293 item 00010. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001251,EX00001251,SUPPLIER_ACK_AGENT,0.75,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000293,"Hello, please provide an update for PO 4500000293 item 00010. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001252,EX00001252,PO_OVERDUE_AGENT,0.85,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000293,"Hello, please provide an update for PO 4500000293 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001253,EX00001253,SUPPLIER_ACK_AGENT,0.92,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000293,"Hello, please provide an update for PO 4500000293 item 00050. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001254,EX00001254,SUPPLIER_ACK_AGENT,0.97,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000293,"Hello, please provide an update for PO 4500000293 item 00050. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001255,EX00001255,SUPPLIER_ACK_AGENT,0.77,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000293,"Hello, please provide an update for PO 4500000293 item 00050. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001256,EX00001256,PO_OVERDUE_AGENT,0.71,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000293,"Hello, please provide an update for PO 4500000293 item 00060. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001257,EX00001257,PART_AVAILABILITY_AGENT,0.69,Review PO line status and remove from supply if cancelled.,Action required: DELETION FLAG ACTIVE for PO 4500000295,"Hello, please provide an update for PO 4500000295 item 00010. Review PO line status and remove from supply if cancelled.",APPROVED,2026-05-28
AR00001258,EX00001258,PART_AVAILABILITY_AGENT,0.78,Review PO line status and remove from supply if cancelled.,Action required: DELETION FLAG ACTIVE for PO 4500000295,"Hello, please provide an update for PO 4500000295 item 00010. Review PO line status and remove from supply if cancelled.",APPROVED,2026-05-28
AR00001259,EX00001259,PO_OVERDUE_AGENT,0.81,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000295,"Hello, please provide an update for PO 4500000295 item 00020. Send expedite request and ask for revised commit date.",REJECTED,2026-05-28
AR00001260,EX00001260,PO_OVERDUE_AGENT,0.9,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000296,"Hello, please provide an update for PO 4500000296 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001261,EX00001261,PO_OVERDUE_AGENT,0.91,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000297,"Hello, please provide an update for PO 4500000297 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001262,EX00001262,PO_OVERDUE_AGENT,0.69,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000297,"Hello, please provide an update for PO 4500000297 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001263,EX00001263,PO_OVERDUE_AGENT,0.68,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000297,"Hello, please provide an update for PO 4500000297 item 00020. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001264,EX00001264,SUPPLIER_ACK_AGENT,0.81,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000298,"Hello, please provide an update for PO 4500000298 item 00010. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001265,EX00001265,SUPPLIER_ACK_AGENT,0.9,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000298,"Hello, please provide an update for PO 4500000298 item 00010. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001266,EX00001266,PO_OVERDUE_AGENT,0.9,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000298,"Hello, please provide an update for PO 4500000298 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001267,EX00001267,PO_OVERDUE_AGENT,0.87,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000298,"Hello, please provide an update for PO 4500000298 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001268,EX00001268,PO_OVERDUE_AGENT,0.8,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000298,"Hello, please provide an update for PO 4500000298 item 00030. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001269,EX00001269,PO_OVERDUE_AGENT,0.68,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000299,"Hello, please provide an update for PO 4500000299 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001270,EX00001270,PO_OVERDUE_AGENT,0.73,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000299,"Hello, please provide an update for PO 4500000299 item 00020. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001271,EX00001271,PO_OVERDUE_AGENT,0.8,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000299,"Hello, please provide an update for PO 4500000299 item 00030. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001272,EX00001272,PO_OVERDUE_AGENT,0.86,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000300,"Hello, please provide an update for PO 4500000300 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001273,EX00001273,SUPPLIER_ACK_AGENT,0.9,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000300,"Hello, please provide an update for PO 4500000300 item 00030. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001274,EX00001274,SUPPLIER_ACK_AGENT,0.89,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000300,"Hello, please provide an update for PO 4500000300 item 00030. Send acknowledgement reminder and escalate if no response in 24 hours.",REJECTED,2026-05-28
AR00001275,EX00001275,SUPPLIER_ACK_AGENT,0.82,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000300,"Hello, please provide an update for PO 4500000300 item 00030. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001276,EX00001276,PART_AVAILABILITY_AGENT,0.96,Review PO line status and remove from supply if cancelled.,Action required: DELETION FLAG ACTIVE for PO 4500000300,"Hello, please provide an update for PO 4500000300 item 00040. Review PO line status and remove from supply if cancelled.",PENDING,2026-05-28
AR00001277,EX00001277,PART_AVAILABILITY_AGENT,0.86,Review PO line status and remove from supply if cancelled.,Action required: DELETION FLAG ACTIVE for PO 4500000300,"Hello, please provide an update for PO 4500000300 item 00040. Review PO line status and remove from supply if cancelled.",SENT,2026-05-28
AR00001278,EX00001278,PART_AVAILABILITY_AGENT,0.96,Review PO line status and remove from supply if cancelled.,Action required: DELETION FLAG ACTIVE for PO 4500000300,"Hello, please provide an update for PO 4500000300 item 00040. Review PO line status and remove from supply if cancelled.",APPROVED,2026-05-28
AR00001279,EX00001279,SUPPLIER_ACK_AGENT,0.79,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000300,"Hello, please provide an update for PO 4500000300 item 00050. Request split shipment or alternate source review.",APPROVED,2026-05-28
AR00001280,EX00001280,SUPPLIER_ACK_AGENT,0.88,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000300,"Hello, please provide an update for PO 4500000300 item 00060. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001281,EX00001281,SUPPLIER_ACK_AGENT,0.77,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000300,"Hello, please provide an update for PO 4500000300 item 00060. Request split shipment or alternate source review.",REJECTED,2026-05-28
AR00001282,EX00001282,SUPPLIER_ACK_AGENT,0.76,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000300,"Hello, please provide an update for PO 4500000300 item 00060. Request split shipment or alternate source review.",REJECTED,2026-05-28
AR00001283,EX00001283,SUPPLIER_ACK_AGENT,0.83,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000300,"Hello, please provide an update for PO 4500000300 item 00070. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001284,EX00001284,SUPPLIER_ACK_AGENT,0.68,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000300,"Hello, please provide an update for PO 4500000300 item 00070. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001285,EX00001285,PO_OVERDUE_AGENT,0.74,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000301,"Hello, please provide an update for PO 4500000301 item 00010. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00001286,EX00001286,PO_OVERDUE_AGENT,0.86,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000301,"Hello, please provide an update for PO 4500000301 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001287,EX00001287,PO_OVERDUE_AGENT,0.82,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000301,"Hello, please provide an update for PO 4500000301 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001288,EX00001288,PO_OVERDUE_AGENT,0.85,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000301,"Hello, please provide an update for PO 4500000301 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001289,EX00001289,PO_OVERDUE_AGENT,0.82,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000301,"Hello, please provide an update for PO 4500000301 item 00030. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001290,EX00001290,PO_OVERDUE_AGENT,0.78,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000301,"Hello, please provide an update for PO 4500000301 item 00040. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001291,EX00001291,PO_OVERDUE_AGENT,0.84,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000301,"Hello, please provide an update for PO 4500000301 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001292,EX00001292,PO_OVERDUE_AGENT,0.94,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000301,"Hello, please provide an update for PO 4500000301 item 00050. Send expedite request and ask for revised commit date.",REJECTED,2026-05-28
AR00001293,EX00001293,PO_OVERDUE_AGENT,0.83,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000301,"Hello, please provide an update for PO 4500000301 item 00060. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00001294,EX00001294,PO_OVERDUE_AGENT,0.71,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000302,"Hello, please provide an update for PO 4500000302 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001295,EX00001295,PO_OVERDUE_AGENT,0.78,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000302,"Hello, please provide an update for PO 4500000302 item 00030. Send expedite request and ask for revised commit date.",REJECTED,2026-05-28
AR00001296,EX00001296,PO_OVERDUE_AGENT,0.93,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000302,"Hello, please provide an update for PO 4500000302 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001297,EX00001297,SUPPLIER_ACK_AGENT,0.82,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000302,"Hello, please provide an update for PO 4500000302 item 00030. Send acknowledgement reminder and escalate if no response in 24 hours.",APPROVED,2026-05-28
AR00001298,EX00001298,PART_AVAILABILITY_AGENT,0.9,Review PO line status and remove from supply if cancelled.,Action required: DELETION FLAG ACTIVE for PO 4500000302,"Hello, please provide an update for PO 4500000302 item 00040. Review PO line status and remove from supply if cancelled.",PENDING,2026-05-28
AR00001299,EX00001299,PO_OVERDUE_AGENT,0.81,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000302,"Hello, please provide an update for PO 4500000302 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001300,EX00001300,PO_OVERDUE_AGENT,0.93,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000302,"Hello, please provide an update for PO 4500000302 item 00060. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001301,EX00001301,PO_OVERDUE_AGENT,0.89,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000302,"Hello, please provide an update for PO 4500000302 item 00070. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001302,EX00001302,PO_OVERDUE_AGENT,0.89,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000302,"Hello, please provide an update for PO 4500000302 item 00070. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001303,EX00001303,PO_OVERDUE_AGENT,0.83,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000302,"Hello, please provide an update for PO 4500000302 item 00070. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001304,EX00001304,PO_OVERDUE_AGENT,0.78,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000303,"Hello, please provide an update for PO 4500000303 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001305,EX00001305,PO_OVERDUE_AGENT,0.71,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000303,"Hello, please provide an update for PO 4500000303 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001306,EX00001306,PO_OVERDUE_AGENT,0.81,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000305,"Hello, please provide an update for PO 4500000305 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001307,EX00001307,PO_OVERDUE_AGENT,0.78,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000305,"Hello, please provide an update for PO 4500000305 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001308,EX00001308,PO_OVERDUE_AGENT,0.76,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000305,"Hello, please provide an update for PO 4500000305 item 00020. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001309,EX00001309,PO_OVERDUE_AGENT,0.69,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000305,"Hello, please provide an update for PO 4500000305 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001310,EX00001310,PO_OVERDUE_AGENT,0.85,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000305,"Hello, please provide an update for PO 4500000305 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001311,EX00001311,PO_OVERDUE_AGENT,0.89,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000305,"Hello, please provide an update for PO 4500000305 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001312,EX00001312,PO_OVERDUE_AGENT,0.76,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000306,"Hello, please provide an update for PO 4500000306 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001313,EX00001313,PO_OVERDUE_AGENT,0.72,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000306,"Hello, please provide an update for PO 4500000306 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001314,EX00001314,PO_OVERDUE_AGENT,0.84,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000306,"Hello, please provide an update for PO 4500000306 item 00020. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001315,EX00001315,PO_OVERDUE_AGENT,0.74,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000306,"Hello, please provide an update for PO 4500000306 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001316,EX00001316,SUPPLIER_ACK_AGENT,0.85,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000307,"Hello, please provide an update for PO 4500000307 item 00010. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001317,EX00001317,SUPPLIER_ACK_AGENT,0.95,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000307,"Hello, please provide an update for PO 4500000307 item 00020. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001318,EX00001318,PO_OVERDUE_AGENT,0.83,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000307,"Hello, please provide an update for PO 4500000307 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001319,EX00001319,PART_AVAILABILITY_AGENT,0.83,Review PO line status and remove from supply if cancelled.,Action required: DELETION FLAG ACTIVE for PO 4500000309,"Hello, please provide an update for PO 4500000309 item 00010. Review PO line status and remove from supply if cancelled.",APPROVED,2026-05-28
AR00001320,EX00001320,PO_OVERDUE_AGENT,0.83,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000309,"Hello, please provide an update for PO 4500000309 item 00020. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001321,EX00001321,PO_OVERDUE_AGENT,0.78,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000312,"Hello, please provide an update for PO 4500000312 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001322,EX00001322,PO_OVERDUE_AGENT,0.72,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000312,"Hello, please provide an update for PO 4500000312 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001323,EX00001323,PO_OVERDUE_AGENT,0.88,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000312,"Hello, please provide an update for PO 4500000312 item 00020. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00001324,EX00001324,PO_OVERDUE_AGENT,0.69,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000312,"Hello, please provide an update for PO 4500000312 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001325,EX00001325,PO_OVERDUE_AGENT,0.75,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000312,"Hello, please provide an update for PO 4500000312 item 00030. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001326,EX00001326,PO_OVERDUE_AGENT,0.82,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000312,"Hello, please provide an update for PO 4500000312 item 00030. Send expedite request and ask for revised commit date.",REJECTED,2026-05-28
AR00001327,EX00001327,PO_OVERDUE_AGENT,0.93,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000312,"Hello, please provide an update for PO 4500000312 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001328,EX00001328,PO_OVERDUE_AGENT,0.76,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000312,"Hello, please provide an update for PO 4500000312 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001329,EX00001329,SUPPLIER_ACK_AGENT,0.93,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000313,"Hello, please provide an update for PO 4500000313 item 00030. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001330,EX00001330,SUPPLIER_ACK_AGENT,0.75,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000313,"Hello, please provide an update for PO 4500000313 item 00030. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001331,EX00001331,SUPPLIER_ACK_AGENT,0.81,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000313,"Hello, please provide an update for PO 4500000313 item 00030. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001332,EX00001332,PO_OVERDUE_AGENT,0.93,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000313,"Hello, please provide an update for PO 4500000313 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
